CompanyName,street,City,State,ZipCode,ZipPlus,ContactFirstName,ContactLastName,ContactTitle,Phone,BusinessDescription,PrimaryNAICS,NAICS2,NAICS3,NAICS4,NAICS5,BusinessType,County,Employee,AnnualSales,URL,YearEstablished
Wicked Weed Funkatorium,147 Coxe Ave,Asheville,NC,28801,4025,Walt,Dickinson,Manager,8285523203,Tasting Rooms,445310,312120,722511,,,Private,Buncombe,4,1792000,WICKEDWEEDBREWING.COM,2014
Wilkesboro ABC Store,4061 W US Highway 421,Wilkesboro,NC,28697,9173,Al,Absher,Manager,3369735017,Liquors-Retail,445310,445310,,,,Private,Wilkes,6,1220000,WILKESBOROABCLIQUORS.COM,2012
Wilkesboro ABC Store,798 Curtis Bridge Rd,Wilkesboro,NC,28697,2282,Al,Absher,Manager,3366677501,Beer & Ale-Retail,445310,,,,,Private,Wilkes,6,1220000,,1987
Wine & Beer 101 of Youngsville,135 W Main St,Youngsville,NC,27596,,,,,9195566878,Wines-Retail,445310,,,,,Private,Franklin,2,436000,,2017
Wine & Canvas,8320 Pineville Matthews Rd # 6,Charlotte,NC,28226,4781,,,,7044643232,Wines-Retail,445310,,,,,Private,Mecklenburg,7,3542000,,2017
Wine & Design,1910 S Glenburnie Rd # E,New Bern,NC,28562,5298,,,,2526334555,Wines-Retail,445310,611610,,,,Private,Craven,2,477000,WINEANDDESIGN.COM,2012
Wine & Design,1109 New Pointe Blvd # 6,Leland,NC,28451,4134,,,,9103997874,Wines-Retail,445310,451120,,,,Private,Brunswick,2,435000,WINEANDDESIGN.COM,2015
Wine & Design,4916 Hayes Pl,Wilson,NC,27893,9324,,,,2522065014,Liquors-Retail,445310,445310,445310,,,Private,Wilson,3,756000,,2015
Wine & Design,5452 Apex Peakway,Apex,NC,27502,3924,Myra,Stotesbury,Manager,9193552855,Wines-Retail,445310,,,,,Private,Wake,2,39000,WINEANDDESIGN.COM/APEX,2015
Wine & Design Fayetteville LLC,113 Donaldson St,Fayetteville,NC,28301,5521,Jessalyn,Abril,Owner,9100001111,Wines-Retail,445310,,,,,Private,Cumberland,2,473000,,2015
Wine & Design Hickory LLC,2440 N Center St,Hickory,NC,28601,1335,,,,8283226572,Wines-Retail,445310,611610,,,,Private,Catawba,5,1240000,,2013
Wine & Design Wake Forest LLC,3325 Rogers Rd # 104,Wake Forest,NC,27587,3857,Joe,O'Keefe,Owner,9194530552,Wines-Retail,445310,425120,611610,,,Private,Wake,2,39000,SHOPWINE101NC.COM,2010
Wine & Words II,220 W Main St,Washington,NC,27889,4946,Sred,Atwater,Owner,2529742870,Wines-Retail,445310,,,,,Private,Beaufort,2,373000,WASHINGTONWINEANDGOURMET.COM,1976
Wine 101,17 N Main St,Wendell,NC,27591,8076,Liz,Chambers,Manager,9194264042,Wines-Retail,445310,722410,445310,,,Private,Wake,2,39000,WINEANDBEER101.COM,2017
Wine Authorities,2501 University Dr # 6A,Durham,NC,27707,2159,Craig,Heffley,Owner,9194892884,Wines-Retail,445310,722511,,,,Private,Durham,6,1651000,WINERALEIGHNC.COM,2007
Wine Authorities,211 E Franklin St,Raleigh,NC,27604,1201,Craig C,Heffley,Owner,9198319463,Wines-Retail,445310,,,,,Private,Wake,2,39000,WINEAUTHORITIES.COM,2013
Wine Cellar & Tasting Room,241 NE Broad St,Southern Pines,NC,28387,5526,Robyn,James,Owner,9106923066,Wines-Retail,445310,,,,,Private,Moore,2,480000,THEWINECELLARANDTASTINGROOM.COM,1997
Wine Cellar Outlet,8601 Glenwood Ave # Q,Raleigh,NC,27617,7302,,,,8476048745,Wines-Retail,445310,,,,,Private,Wake,2,39000,THEWINECELLARGROUP.COM,2016
Wine Crate LLC,132 E Water St,Washington,NC,27889,4965,,,,2520001111,Wines-Retail,445310,,,,,Private,Beaufort,2,373000,,2017
Wine Down On Main Inc,28 E Main St,Brevard,NC,28712,3738,Patti,Butler,Owner,8288839463,Wines-Retail,445310,,,,,Private,Transylvania,2,367000,,2015
Wine Feed,602 Glenwood Ave,Raleigh,NC,27603,1224,Phillip,Zucchino,Owner,9193740036,Liquors-Retail,445310,424910,,,,Private,Wake,3,58000,THEWINEFEED.COM,2011
Wine Fifty Five LLC,21 W Colony Pl # 110,Durham,NC,27705,5589,Thomas,Thorne,Owner,9190001111,Wines-Retail,445310,,,,,Private,Durham,2,551000,,2015
Wine Maestro,279 Williamson Rd # G,Mooresville,NC,28117,6969,,,,7046641452,Wines-Retail,445310,,,,,Private,Iredell,4,999000,WINEMAESTRO.COM,2009
Wine Maestro,121 W Broad St,Statesville,NC,28677,5257,Liz,Petree,Owner,7048839463,Wines-Retail,445310,,,,,Private,Iredell,5,1249000,WINEMAESTRODOWNTOWNSTATESVILLE.COM,2003
Wine Maestro,319 N Oakwood Dr,Statesville,NC,28677,4123,,,,7048837467,Wines-Retail,445310,,,,,Private,Iredell,5,1249000,WINEMAESTRODOWNTOWNSTATESVILLE.COM,2014
Wine Merchant,4240 NW Cary Pkwy,Cary,NC,27513,8477,Kurt G,Saylor,President,9194691330,Wines-Retail,445310,454110,,,,Private,Wake,2,39000,WINEMERCHANTRALEIGH.COM,1981
Wine Merchants Gourmet,205 S Stratford Rd # N,Winston Salem,NC,27103,1872,James,Bronk,Owner,3367658175,Wines-Retail,445310,,,,,Private,Forsyth,3,1446000,VIN205.COM,1912
Wine On Main,459 E Main St,Clayton,NC,27520,2528,Hipolito,Clark,Owner,9198798520,Wines-Retail,445310,,,,,Private,Johnston,2,478000,WINEONMAINNC.COM,2016
Wine Rack,102 W Brown St,Southport,NC,28461,3402,Ray,Williams,Owner,9104575147,Wines-Retail,445310,,,,,Private,Brunswick,2,435000,SOUTHPORTWINERACK.COM,2001
Wine Sampler,4107 Oleander Dr # I,Wilmington,NC,28403,6837,Robert,Cooley,Owner,9107969463,Wines-Retail,445310,,,,,Private,New Hanover,1,88000,THEWINESAMPLER.COM,2007
Wine Shop,3 Laurel Terrance,Cashiers,NC,28717,,,,,8287431823,Wines-Retail,445310,,,,,Private,Jackson,2,430000,,2014
Wine Shop At Rivergate,14142 Rivergate Pkwy # 200,Charlotte,NC,28273,8901,Devin,Allen,Manager,7048319000,Wines-Retail,445310,312130,999990,,,Private,Mecklenburg,25,12649000,THEWINESHOPATRIVERGATE.COM,2008
Wine Vault,9009 J M Keynes Dr # 1,Charlotte,NC,28262,8001,Tim,Wallace,Owner,7045489463,Wines-Retail,445310,,,,,Private,Mecklenburg,7,3542000,HEADWINO.COM,2000
WINE.COM,2933 S Miami Blvd # 126,Durham,NC,27703,8054,Siyonka,Braswell,Manager,9194052530,Wines-Retail,445310,999990,,,,Private,Durham,1,276000,WINE.COM,2010
Wines & Wares,1 N Marine Blvd,Jacksonville,NC,28540,6506,Neil,Cockrell,Owner,9103477300,Wines-Retail,445310,453220,,,,Private,Onslow,1,216000,WINESANDWARES.COM,2005
Winestore,720 Governor Morrison St # 150,Charlotte,NC,28211,6600,Matt,Snyder,Owner,7044424024,Wines-Retail,445310,454110,,,,Private,Mecklenburg,1,506000,WINESTORE-ONLINE.COM,2006
Winestore,1800 E Franklin St # 25,Chapel Hill,NC,27514,5816,,,,7048027033,Wines-Retail,445310,,,,,Private,Orange,3,340000,WINESTORE-ONLINE.COM,2018
Winestore,1008 Market Center Dr,Morrisville,NC,27560,7503,,,,7044424024,Wines-Retail,445310,,,,,Private,Wake,2,39000,,2015
Winestore,1125 Military Cutoff Rd # N,Wilmington,NC,28405,3652,,,,9102399479,Wines-Retail,445310,,,,,Private,New Hanover,4,349000,WINESTORE-ONLINE.COM,2016
Winestore Blakeney,9831 Rea Rd # E,Charlotte,NC,28277,6655,Matt,Snyder,Owner,7044432944,Wines-Retail,445310,,,,,Private,Mecklenburg,7,3542000,WINESTORE-ONLINE.COM,2011
Winestore Lake Norman LLC,19400 Jetton Rd,Cornelius,NC,28031,4401,,,,7048925662,Wines-Retail,445310,,,,,Private,Mecklenburg,7,3542000,WINESTORE-ONLINE.COM,2012
WINESTYLES,3326 W Friendly Ave # 141,Greensboro,NC,27410,4879,Tiffany,Reynolds,Owner,3362994505,Wines-Retail,445310,812112,,,,Private,Guilford,3,1107000,WINESTYLES.COM,2008
Winston-Salem Wine Shop,1231 Creekshire Way,Winston Salem,NC,27103,3057,Winifred K,Kniejski,Other,3368936950,Wines-Retail,445310,,,,,Private,Forsyth,1,482000,WSWINEMARKET.COM,2013
Woodfin ABC,142 Weaverville Rd,Asheville,NC,28804,1238,Tammy,Ballew,Manager,8286589336,Liquors-Retail,445310,,,,,Private,Buncombe,5,2240000,WOODFINABC.NET,2007
Worth the Wine Co,1076 Weddington Woods St NW,Concord,NC,28027,8143,Lindsay G,Hitt,Owner,7040001111,Wines-Retail,445310,,,,,Private,Cabarrus,2,465000,,2016
Ws Wine Market LLC,1231 Creekshire Way,Winston Salem,NC,27103,3057,Elizabeth A,Binder,Manager,3368936950,Wines-Retail,445310,,,,,Private,Forsyth,1,482000,,2017
Youngsville ABC Store,101 N College St,Youngsville,NC,27596,,Laurie,Leedy,Manager,9195563590,Liquors-Retail,445310,,,,,Private,Franklin,3,654000,,2002
Zennubian 7 Global Wine Market,144 N Center St,Goldsboro,NC,27530,3621,,,,9195835072,Wines-Retail,445310,,,,,Private,Wayne,2,429000,,2015
